1606325061 78 0 0 0 0
1606325091 78 0 0 0 0
1606328638 190 0 0 0 0
1606507434 196 0 0 0 0
1606573389 196 0 22 0 0
1606573486 196 0 35 0 0
1606573629 196 0 37 0 0
1606593518 297 0 37 0 0
1606594200 297 0 37 0 0
1606594933 297 0 37 0 10
1606595545 297 0 37 0 17
1606595705 297 0 37 0 22
1606673520 297 125 37 0 22
1606675334 297 125 37 0 22
1606680726 297 125 37 82 22
1606682703 350 125 37 82 22
1606683294 350 125 37 82 22
1606730182 350 125 37 82 22
1606765297 389 125 37 82 22
1606766498 389 125 37 82 22
1606786599 389 218 37 82 22
1606786630 389 218 37 82 22
1606787145 389 225 37 82 22
1606787333 389 227 37 82 22
1606803679 389 227 37 82 22
1606841022 389 227 37 130 22
1606847955 410 227 37 130 22
1606853067 428 227 37 130 22
1606858411 519 227 37 130 22
1606893123 676 227 37 130 22
1606902251 676 227 37 147 22
1606908020 702 227 37 147 22
1606910095 702 396 37 147 22
1606912630 702 448 37 147 22
1606913265 702 464 37 147 22
1606913765 702 464 37 147 22
1606914524 702 464 37 147 22
1606918080 702 499 37 147 22
1606920634 702 526 37 147 22
1606920706 856 526 37 147 22
1606920988 856 526 41 147 22
1606922394 856 1165 41 147 22
1606922446 856 1165 41 147 22
1606922823 856 1165 47 147 22
1606922993 856 1165 47 147 22
1606923041 856 1165 47 147 22
1606923971 856 1165 47 147 22
1606926079 869 1165 47 147 22
1606930511 869 1165 47 237 22
1606930553 869 1165 47 237 22
1606931895 878 1165 47 237 22
1606932775 878 1165 47 241 22
1606932817 878 1165 47 244 22
1606937629 901 1165 47 244 22
1606937659 901 1165 47 244 22
1606938482 901 1177 47 244 22
1606939368 901 1177 47 331 22
1606940100 901 1177 47 331 22
1606940115 901 1177 47 340 22
1606940201 901 1177 47 340 22
1606941097 911 1177 47 340 22
1606941108 911 1177 47 340 22
1606941759 917 1177 47 340 22
1606943807 917 2192 47 340 22
1606943950 917 2192 47 340 22
1606943978 917 2192 47 340 22
1606944706 917 2192 47 340 22
1606948341 917 2192 47 341 22
1606948490 917 2351 47 341 22
